title_a,price_a,title_b,price_b,model_id_a,model_id_b,category,is_duplicate,difficulty
טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 512GB 12GB RAM,3639.0,טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 512GB 12GB RAM יבואן מורשה,3639.0,1242276,1242276,smartphones,True,seller_noise
טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 512GB 12GB RAM,3628.0,טלפון סלולרי Samsung Galaxy S25 U SM-S938B/DS 512GB 12GB RAM,3628.0,1242276,1242276,smartphones,True,abbreviate
טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 512GB 12GB RAM,4217.0,טלפון סלולרי Samsung Galaxy S25 Ultra /DS 512GB 12GB RAM,4217.0,1242276,1242276,smartphones,True,drop_part
טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 512GB 12GB RAM,4401.0,Samsung Galaxy S25 Ultra SM-S938B/DS 512GB 12GB RAM,4401.0,1242276,1242276,smartphones,True,drop_prefix
טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 256GB 12GB RAM,3554.0,Ultra SM-S938B/DS 256GB 12GB RAM טלפון סלולרי Samsung Galaxy S25,3554.0,1242277,1242277,smartphones,True,reorder
טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 256GB 12GB RAM,2912.0,טלפון סלולרי Samsung Galaxy S25 Ultra /DS 256GB 12GB RAM,2912.0,1242277,1242277,smartphones,True,drop_part
טלפון סלולרי Samsung Galaxy S25 Ultra SM-S938B/DS 256GB 12GB RAM,2933.0,Samsung Galaxy S25 Ultra SM-S938B/DS 256GB 12GB RAM,2933.0,1242277,1242277,smartphones,True,drop_prefix
מחשב נייד Acer Nitro V15 NH.QSGEC.002,3754.0,מחשב נייד Acer Nitro V15 NH.QSGEC.002 יבואן רשמי,3754.0,1242460,1242460,laptops,True,seller_noise
מחשב נייד Acer Nitro V15 NH.QSGEC.002,4506.0,מחשב נייד Acer Nitro V15 NH.QSGEC.002 בצבע אפור,4506.0,1242460,1242460,laptops,True,color_noise
מחשב נייד Asus ExpertBook P1 P1503CVA-S70709,1625.0,מחשב נייד Asus ExpertBook P1 P1503CVA-S70709 Blue,1625.0,1243789,1243789,laptops,True,color_noise
מחשב נייד Asus ExpertBook P1 P1503CVA-S70709,1573.0,Asus ExpertBook P1 P1503CVA-S70709,1573.0,1243789,1243789,laptops,True,drop_prefix
Asus מחשב נייד ASUS ExpertBook P1 P1403CVA-S60650 בצבע אפור מעושן,2777.0,Asus מחשב נייד ASUS ExpertBook P1 P1403CVA-S60650 בצבע אפור מעושן אחריות מעבדות,2777.0,1243790,1243790,laptops,True,seller_noise
מחשב נייד Apple MacBook Air 13 M4 MW123HB/A MW0Y3HB/A MW0W3HB/A MC6T4HB/A,3677.0,מחשב נייד Apple MacBook Air 13 M4 MW123HB/A MW0Y3HB/A MW0W3HB/A MC6T4HB/A DCS,3677.0,1244076,1244076,laptops,True,seller_noise
מחשב נייד Apple MacBook Air 13 M4 MW123HB/A MW0Y3HB/A MW0W3HB/A MC6T4HB/A,3536.0,13 M4 MW123HB/A MW0Y3HB/A MW0W3HB/A MC6T4HB/A מחשב נייד Apple MacBook Air,3536.0,1244076,1244076,laptops,True,reorder
מחשב נייד Apple MacBook Air 13 M4 MW133HB/A MW103HB/A MW0X3HB/A MC6U4HB/A,4319.0,13 M4 MW133HB/A MW103HB/A MW0X3HB/A MC6U4HB/A מחשב נייד Apple MacBook Air,4319.0,1244077,1244077,laptops,True,reorder
מחשב נייד Apple MacBook Air 13 M4 MW133HB/A MW103HB/A MW0X3HB/A MC6U4HB/A,4372.0,מחשב נייד Apple MacBook Air 13 M4 MW133HB/A MW103HB/A MW0X3HB/A MC6U4HB/A בצבע שחור,4372.0,1244077,1244077,laptops,True,color_noise
מחשב נייד Apple MacBook Air 15 M4 MW1G3HB/A MC7A4HB/A MW1J3HB/A MW1L3HB/A,5482.0,מחשב נייד Apple MacBook Air 15 M4 MW1G3HB/A MC7A4HB/A MW1J3HB/A MW1L3HB/A אחריות יבואן רשמי,5482.0,1244078,1244078,laptops,True,seller_noise
מחשב נייד Apple MacBook Air 15 M4 MW1G3HB/A MC7A4HB/A MW1J3HB/A MW1L3HB/A,4846.0,מחשב נייד Apple MacBook Air 15 M4 MW1G3HB/A MC7A4HB/A MW1J3HB/A MW1L3HB/A White,4846.0,1244078,1244078,laptops,True,color_noise
טלפון סלולרי Samsung Galaxy A56 SM-A566B/DS 256GB 8GB RAM,1392.0,טלפון סלולרי Samsung Galaxy A56 SM-A566B/DS 256GB 8GB RAM בצבע לבן,1392.0,1244496,1244496,smartphones,True,color_noise
טלפון סלולרי Samsung Galaxy A56 SM-A566B/DS 256GB 8GB RAM,1184.0,טלפון חכם Samsung Galaxy A56 SM-A566B/DS 256GB 8GB RAM,1184.0,1244496,1244496,smartphones,True,add_prefix
טלפון סלולרי Samsung Galaxy A56 SM-A566B/DS 256GB 8GB RAM,1223.0,A56 SM-A566B/DS 256GB 8GB RAM טלפון סלולרי Samsung Galaxy,1223.0,1244496,1244496,smartphones,True,reorder
טלפון סלולרי Samsung Galaxy A56 SM-A566B/DS 256GB 8GB RAM,1433.0,טלפון סלולרי Samsung Galaxy A56 SM-A566B/DS 256GB 8GB RAM אחריות מעבדות,1433.0,1244496,1244496,smartphones,True,seller_noise
מחשב נייד Lenovo Yoga 7 2-in-1 14ILL10 83JQ004SIV,5830.0,מחשב נייד Lenovo Yoga 7 2-in-1 14ILL10 83JQ004SIV Blue,5830.0,1245785,1245785,laptops,True,color_noise
מחשב נייד Lenovo Yoga 7 2-in-1 14ILL10 83JQ004SIV,5500.0,מחשב נייד Lenovo Yoga 7 2-in-1 14ILL10 83JQ004SIV יבואן רשמי,5500.0,1245785,1245785,laptops,True,seller_noise
מחשב נייד Lenovo Yoga 7 2-in-1 14ILL10 83JQ004SIV,5272.0,7 2-in-1 14ILL10 83JQ004SIV מחשב נייד Lenovo Yoga,5272.0,1245785,1245785,laptops,True,reorder
טלוויזיה TCL C6K 65C6K 4K  ‏65 ‏אינטש,2595.0,"טלוויזיה TCL C6K 65C6K 4K  ‏65 ‏""",2595.0,1247491,1247491,tvs,True,abbreviate
טלוויזיה TCL C6K 65C6K 4K  ‏65 ‏אינטש,2354.0,טלוויזיה TCL C6K 65C6K 4K  ‏65 ‏אינטש יבואן רשמי,2354.0,1247491,1247491,tvs,True,seller_noise
טלוויזיה TCL C6K 65C6K 4K  ‏65 ‏אינטש,2703.0,TCL C6K 65C6K 4K  ‏65 ‏אינטש,2703.0,1247491,1247491,tvs,True,drop_prefix
מחשב נייד HP ProBook 4 G1i AD2M0ET,2666.0,ProBook 4 G1i AD2M0ET מחשב נייד HP,2666.0,1247863,1247863,laptops,True,reorder
מחשב נייד HP ProBook 4 G1i AD2M0ET,3124.0,מחשב נייד אייץ' פי ProBook 4 G1i AD2M0ET,3124.0,1247863,1247863,laptops,True,brand_swap
מחשב נייד HP ProBook 4 G1i AD2L3ET,3234.0,מחשב נייד HP ProBook 4 G1i AD2L3ET אחריות מעבדות,3234.0,1247869,1247869,laptops,True,seller_noise
מחשב נייד HP ProBook 4 G1i AD2L3ET,3209.0,נייד HP ProBook 4 G1i AD2L3ET,3209.0,1247869,1247869,laptops,True,add_prefix
מחשב נייד HP ProBook 4 G1i AD2M3ET,3632.0,מחשב נייד אייץ' פי ProBook 4 G1i AD2M3ET,3632.0,1247872,1247872,laptops,True,brand_swap
מחשב נייד HP ProBook 4 G1i AD2M3ET,3312.0,מחשב נייד HP ProBook 4 G1i AD2M3ET יבואן רשמי,3312.0,1247872,1247872,laptops,True,seller_noise
מחשב נייד HP ProBook 4 G1i AD2M1ET,3631.0,HP ProBook 4 G1i AD2M1ET,3631.0,1247873,1247873,laptops,True,drop_prefix
מחשב נייד HP ProBook 4 G1i AD2M1ET,3510.0,מחשב נייד HP ProBook 4 G1i AD2M1ET אחריות מעבדות,3510.0,1247873,1247873,laptops,True,seller_noise
מחשב נייד HP ProBook 4 G1i AD2M1ET,3052.0,ProBook 4 G1i AD2M1ET מחשב נייד HP,3052.0,1247873,1247873,laptops,True,reorder
מחשב נייד HP ProBook 4 G1i AD2M1ET,3576.0,מחשב נייד אייץ' פי ProBook 4 G1i AD2M1ET,3576.0,1247873,1247873,laptops,True,brand_swap
‏מכונת אספרסו Ninja Luxe Essential ES601EU,1628.0,‏מכונת אספרסו Ninja Luxe Essential ES601EU בצבע כחול,1628.0,1248076,1248076,coffee_machines,True,color_noise
מחשב נייד Lenovo IdeaPad Slim 3 15IRH10 83K100KPIV,2318.0,לפטופ Lenovo IdeaPad Slim 3 15IRH10 83K100KPIV,2318.0,1248137,1248137,laptops,True,add_prefix
מחשב נייד Lenovo IdeaPad Slim 3 15IRH10 83K100KPIV,2575.0,Slim 3 15IRH10 83K100KPIV מחשב נייד Lenovo IdeaPad,2575.0,1248137,1248137,laptops,True,reorder
מחשב נייד Lenovo IdeaPad Slim 3 15IRH10 83K100KPIV,2867.0,מחשב נייד Lenovo IdeaPad Slim 3 15IRH10 83K100KPIV אחריות מעבדות,2867.0,1248137,1248137,laptops,True,seller_noise
טלוויזיה TCL 65C7K 4K  ‏65 ‏אינטש,3572.0,TCL 65C7K 4K  ‏65 ‏אינטש,3572.0,1248992,1248992,tvs,True,drop_prefix
טלוויזיה TCL 65C7K 4K  ‏65 ‏אינטש,2884.0,טלוויזיה TCL 65C7K 4K  ‏65 ‏אינטש יבואן מורשה,2884.0,1248992,1248992,tvs,True,seller_noise
אוזניות  ‏אלחוטיות Sony WH-1000XM6,1417.0,אוזניות  ‏אלחוטיות Sony WH-1000XM6 White,1417.0,1249659,1249659,headphones,True,color_noise
אוזניות  ‏אלחוטיות Sony WH-1000XM6,1521.0,אוזניות  ‏אלחוטי Sony WH-1000XM6,1521.0,1249659,1249659,headphones,True,abbreviate
אוזניות  ‏אלחוטיות Sony WH-1000XM6,1524.0,אוזניות בלוטות' ‏אלחוטיות Sony WH-1000XM6,1524.0,1249659,1249659,headphones,True,add_prefix
טלוויזיה LG OLED77B56LA 4K  ‏77 ‏אינטש,7510.0,4K ‏77 ‏אינטש טלוויזיה LG OLED77B56LA,7510.0,1250748,1250748,tvs,True,reorder
טלוויזיה LG OLED77B56LA 4K  ‏77 ‏אינטש,8508.0,מסך LG OLED77B56LA 4K  ‏77 ‏אינטש,8508.0,1250748,1250748,tvs,True,add_prefix
טלוויזיה LG OLED65G56LA 4K  ‏65 ‏אינטש,7373.0,"טלוויזיה LG OLED65G56LA 4K  ‏65 ‏""",7373.0,1251127,1251127,tvs,True,abbreviate
אוזניות Anker Soundcore Liberty 5 Bluetooth,335.0,Liberty 5 Bluetooth אוזניות Anker Soundcore,335.0,1251814,1251814,headphones,True,reorder
אוזניות Anker Soundcore Liberty 5 Bluetooth,385.0,אוזניות בלוטות' Anker Soundcore Liberty 5 Bluetooth,385.0,1251814,1251814,headphones,True,add_prefix
אוזניות Anker Soundcore Liberty 5 Bluetooth,303.0,אוזניות Anker Soundcore Liberty 5 BT,303.0,1251814,1251814,headphones,True,abbreviate
אוזניות Anker Soundcore Liberty 5 Bluetooth,291.0,Anker Soundcore Liberty 5 Bluetooth,291.0,1251814,1251814,headphones,True,drop_prefix
אוזניות  ‏אלחוטיות Samsung Galaxy Buds Core SM-R410,149.0,אוזניות  ‏אלחוטי Samsung Galaxy Buds Core SM-R410,149.0,1252156,1252156,headphones,True,abbreviate
אוזניות  ‏אלחוטיות Samsung Galaxy Buds Core SM-R410,137.0,אוזניות  ‏אלחוטיות סמסונג Galaxy Buds Core SM-R410,137.0,1252156,1252156,headphones,True,brand_swap
טלוויזיה LG OLED55C56LA 4K  ‏55 ‏אינטש,5324.0,4K ‏55 ‏אינטש טלוויזיה LG OLED55C56LA,5324.0,1252317,1252317,tvs,True,reorder
טלוויזיה LG OLED55C56LA 4K  ‏55 ‏אינטש,6457.0,טלוויזיה LG OLED55C56LA 4K  ‏55 ‏אינטש Black,6457.0,1252317,1252317,tvs,True,color_noise
טלוויזיה LG OLED65C56LA 4K  ‏65 ‏אינטש,7374.0,"טלוויזיה LG OLED65C56LA 4K  ‏65 ‏""",7374.0,1252339,1252339,tvs,True,abbreviate
טלוויזיה LG OLED65C56LA 4K  ‏65 ‏אינטש,5526.0,טלוויזיה אל ג'י OLED65C56LA 4K  ‏65 ‏אינטש,5526.0,1252339,1252339,tvs,True,brand_swap
טלוויזיה LG OLED65C56LA 4K  ‏65 ‏אינטש,6206.0,4K ‏65 ‏אינטש טלוויזיה LG OLED65C56LA,6206.0,1252339,1252339,tvs,True,reorder
טלוויזיה LG OLED77C56LA 4K  ‏77 ‏אינטש,7927.0,LG OLED77C56LA 4K  ‏77 ‏אינטש,7927.0,1252343,1252343,tvs,True,drop_prefix
טלוויזיה LG OLED77C56LA 4K  ‏77 ‏אינטש,11111.0,4K ‏77 ‏אינטש טלוויזיה LG OLED77C56LA,11111.0,1252343,1252343,tvs,True,reorder
טלוויזיה LG OLED77C56LA 4K  ‏77 ‏אינטש,11280.0,טלוויזיה LG OLED77C56LA 4K  ‏77 ‏אינטש בצבע שחור,11280.0,1252343,1252343,tvs,True,color_noise
טלוויזיה Samsung UE43U8000F 4K  ‏43 ‏אינטש,1303.0,מסך Samsung UE43U8000F 4K  ‏43 ‏אינטש,1303.0,1252737,1252737,tvs,True,add_prefix
טלוויזיה Samsung UE43U8000F 4K  ‏43 ‏אינטש,1323.0,Samsung UE43U8000F 4K  ‏43 ‏אינטש,1323.0,1252737,1252737,tvs,True,drop_prefix
טלוויזיה Samsung UE43U8000F 4K  ‏43 ‏אינטש,1294.0,טלוויזיה סמסונג UE43U8000F 4K  ‏43 ‏אינטש,1294.0,1252737,1252737,tvs,True,brand_swap
טלוויזיה Samsung UE43U8000F 4K  ‏43 ‏אינטש,1280.0,טלוויזיה Samsung UE43U8000F 4K  ‏43 ‏אינטש אחריות יבואן רשמי,1280.0,1252737,1252737,tvs,True,seller_noise
טלוויזיה Samsung UE55U8000F 4K  ‏55 ‏אינטש,1790.0,4K ‏55 ‏אינטש טלוויזיה Samsung UE55U8000F,1790.0,1252739,1252739,tvs,True,reorder
טלוויזיה Samsung UE55U8000F 4K  ‏55 ‏אינטש,1695.0,מסך Samsung UE55U8000F 4K  ‏55 ‏אינטש,1695.0,1252739,1252739,tvs,True,add_prefix
טלוויזיה Samsung UE75U8000F 4K  ‏75 ‏אינטש,2472.0,טלוויזיה סמסונג UE75U8000F 4K  ‏75 ‏אינטש,2472.0,1252741,1252741,tvs,True,brand_swap
טלוויזיה Samsung UE75U8000F 4K  ‏75 ‏אינטש,3209.0,טלוויזיה Samsung UE75U8000F 4K  ‏75 ‏אינטש יבואן מורשה,3209.0,1252741,1252741,tvs,True,seller_noise
טלוויזיה Samsung QE55Q8F 4K  ‏55 ‏אינטש,2672.0,4K ‏55 ‏אינטש טלוויזיה Samsung QE55Q8F,2672.0,1252750,1252750,tvs,True,reorder
טלוויזיה Samsung QE55Q8F 4K  ‏55 ‏אינטש,2768.0,טלוויזיה Samsung QE55Q8F 4K  ‏55 ‏אינטש White,2768.0,1252750,1252750,tvs,True,color_noise
טלוויזיה Samsung QE65Q8F 4K  ‏65 ‏אינטש,2562.0,4K ‏65 ‏אינטש טלוויזיה Samsung QE65Q8F,2562.0,1252935,1252935,tvs,True,reorder
טלוויזיה Samsung QE65Q8F 4K  ‏65 ‏אינטש,2784.0,מסך Samsung QE65Q8F 4K  ‏65 ‏אינטש,2784.0,1252935,1252935,tvs,True,add_prefix
טלוויזיה Samsung QE65Q8F 4K  ‏65 ‏אינטש,3029.0,"טלוויזיה Samsung QE65Q8F 4K  ‏65 ‏""",3029.0,1252935,1252935,tvs,True,abbreviate
מחשב נייד HP OMEN MAX 16-ah0013nj C2PY3EA,7575.0,מחשב נייד HP OMEN MAX 16-ah0013nj C2PY3EA בצבע לבן,7575.0,1253156,1253156,laptops,True,color_noise
מחשב נייד HP OMEN MAX 16-ah0013nj C2PY3EA,7105.0,HP OMEN MAX 16-ah0013nj C2PY3EA,7105.0,1253156,1253156,laptops,True,drop_prefix
טלפון סלולרי Apple iPhone 17 256GB,2643.0,טלפון סלולרי Apple iPhone 17 256GB Silver,2643.0,1253558,1253558,smartphones,True,color_noise
טלוויזיה LG 75QNED93A6A 4K  ‏75 ‏אינטש,6055.0,טלוויזיה אל ג'י 75QNED93A6A 4K  ‏75 ‏אינטש,6055.0,1253612,1253612,tvs,True,brand_swap
טלוויזיה LG 75QNED93A6A 4K  ‏75 ‏אינטש,6357.0,טלוויזיה LG 75QNED93A6A 4K  ‏75 ‏אינטש אחריות יבואן רשמי,6357.0,1253612,1253612,tvs,True,seller_noise
טלוויזיה LG 75QNED93A6A 4K  ‏75 ‏אינטש,6248.0,טלוויזיה LG 75QNED93A6A 4K  ‏75 ‏אינטש בצבע לבן,6248.0,1253612,1253612,tvs,True,color_noise
טלפון סלולרי Apple iPhone 17 Pro Max 256GB,4355.0,טלפון סלולרי Apple iPhone 17 Pro Max 256GB משלוח חינם,4355.0,1253615,1253615,smartphones,True,seller_noise
טלפון סלולרי Apple iPhone 17 Pro Max 256GB,5227.0,טלפון חכם Apple iPhone 17 Pro Max 256GB,5227.0,1253615,1253615,smartphones,True,add_prefix
טלפון סלולרי Apple iPhone 17 Pro 512GB,5705.0,סלולרי Apple iPhone 17 Pro 512GB,5705.0,1253617,1253617,smartphones,True,add_prefix
טלפון סלולרי Apple iPhone 17 Pro Max 512GB,6885.0,Apple iPhone 17 Pro Max 512GB,6885.0,1253618,1253618,smartphones,True,drop_prefix
טלפון סלולרי Apple iPhone 17 Pro Max 512GB,5434.0,טלפון סלולרי Apple iPhone 17 Pro Max 512GB Blue,5434.0,1253618,1253618,smartphones,True,color_noise
טלפון סלולרי Apple iPhone 17 Pro 256GB,5363.0,טלפון סלולרי אפל iPhone 17 Pro 256GB,5363.0,1253628,1253628,smartphones,True,brand_swap
טלפון סלולרי Apple iPhone 17 Pro 256GB,5595.0,סלולרי Apple iPhone 17 Pro 256GB,5595.0,1253628,1253628,smartphones,True,add_prefix
טלפון סלולרי Samsung Galaxy S25 FE SM-S731B/DS 256GB 8GB RAM,1981.0,טלפון סלולרי Samsung Galaxy S25 FE SM-S731B/DS 256GB 8GB RAM אחריות יבואן רשמי,1981.0,1253631,1253631,smartphones,True,seller_noise
טלפון סלולרי Samsung Galaxy S25 FE SM-S731B/DS 256GB 8GB RAM,1563.0,טלפון סלולרי Samsung Galaxy S25 FE /DS 256GB 8GB RAM,1563.0,1253631,1253631,smartphones,True,drop_part
טלפון סלולרי Samsung Galaxy S25 FE SM-S731B/DS 256GB 8GB RAM,1745.0,Samsung Galaxy S25 FE SM-S731B/DS 256GB 8GB RAM,1745.0,1253631,1253631,smartphones,True,drop_prefix
‏מכונת אספרסו Ninja Luxe Pro ES701EU,2016.0,Luxe Pro ES701EU ‏מכונת אספרסו Ninja,2016.0,1254285,1254285,coffee_machines,True,reorder
‏מכונת אספרסו Ninja Luxe Pro ES701EU,2067.0,‏מכונת אספרסו Ninja Luxe Pro ES701EU Black,2067.0,1254285,1254285,coffee_machines,True,color_noise
אוזניות  ‏אלחוטיות Apple AirPods Pro 3 MagSafe USB-C MFHP4ZM/A,732.0,אוזניות  ‏אלחוטיות Apple AirPods Pro 3 MagSafe USB-C MFHP4ZM/A בצבע שחור,732.0,1254417,1254417,headphones,True,color_noise
אוזניות  ‏אלחוטיות Apple AirPods Pro 3 MagSafe USB-C MFHP4ZM/A,995.0,אוזניות  ‏אלחוטיות Apple AirPods Pro 3 MagSafe USB-C MFHP4ZM/A יבואן מורשה,995.0,1254417,1254417,headphones,True,seller_noise
טלוויזיה Samsung QE43Q7F 4K  ‏43 ‏אינטש,1563.0,4K ‏43 ‏אינטש טלוויזיה Samsung QE43Q7F,1563.0,1254524,1254524,tvs,True,reorder
טלוויזיה Samsung QE43Q7F 4K  ‏43 ‏אינטש,1253.0,"טלוויזיה Samsung QE43Q7F 4K  ‏43 ‏""",1253.0,1254524,1254524,tvs,True,abbreviate
מחשב נייד HP Victus 15-fa2011nj בצבע כסף מיקה C93FLEA,2893.0,מחשב נייד אייץ' פי Victus 15-fa2011nj בצבע כסף מיקה C93FLEA,2893.0,1254725,1254725,laptops,True,brand_swap
מחשב נייד HP Victus 15-fa2011nj בצבע כסף מיקה C93FLEA,2810.0,HP Victus 15-fa2011nj בצבע כסף מיקה C93FLEA,2810.0,1254725,1254725,laptops,True,drop_prefix
מחשב נייד HP Victus 15-fa2011nj בצבע כסף מיקה C93FLEA,3209.0,15-fa2011nj בצבע כסף מיקה C93FLEA מחשב נייד HP Victus,3209.0,1254725,1254725,laptops,True,reorder
טלוויזיה LG 43UA73006LA 4K  ‏43 ‏אינטש,1298.0,טלוויזיה אל ג'י 43UA73006LA 4K  ‏43 ‏אינטש,1298.0,1254945,1254945,tvs,True,brand_swap
טלוויזיה LG 55UA73006LA 4K  ‏55 ‏אינטש,1690.0,מסך LG 55UA73006LA 4K  ‏55 ‏אינטש,1690.0,1254949,1254949,tvs,True,add_prefix
טלוויזיה LG 55UA73006LA 4K  ‏55 ‏אינטש,1901.0,טלוויזיה LG 55UA73006LA 4K  ‏55 ‏אינטש אחריות יבואן רשמי,1901.0,1254949,1254949,tvs,True,seller_noise
טלוויזיה LG 55UA73006LA 4K  ‏55 ‏אינטש,1757.0,4K ‏55 ‏אינטש טלוויזיה LG 55UA73006LA,1757.0,1254949,1254949,tvs,True,reorder
טלוויזיה LG OLED65CS5VA 4K  ‏65 ‏אינטש,5523.0,"טלוויזיה LG OLED65CS5VA 4K  ‏65 ‏""",5523.0,1254951,1254951,tvs,True,abbreviate
מחשב נייד Lenovo V14 83GU006HIV,2102.0,מחשב נייד Lenovo V14 83GU006HIV בצבע שחור,2102.0,1255712,1255712,laptops,True,color_noise
מחשב נייד Lenovo V14 83GU006HIV,1852.0,Lenovo V14 83GU006HIV מחשב נייד,1852.0,1255712,1255712,laptops,True,reorder
מחשב נייד Lenovo V14 83GU006HIV,1515.0,לפטופ Lenovo V14 83GU006HIV,1515.0,1255712,1255712,laptops,True,add_prefix
טלפון סלולרי OnePlus 15 512GB 16GB RAM,2844.0,טלפון חכם OnePlus 15 512GB 16GB RAM,2844.0,1256028,1256028,smartphones,True,add_prefix
טלפון סלולרי OnePlus 15 512GB 16GB RAM,3427.0,טלפון סלולרי OnePlus 15 512GB 16GB RAM בצבע אפור,3427.0,1256028,1256028,smartphones,True,color_noise
מחשב נייד לגיימרים Asus TUF Gaming F16 FX607VJB-RL144W בצבע שחור,4869.0,לגיימרים Asus TUF Gaming F16 FX607VJB-RL144W בצבע שחור,4869.0,1256491,1256491,laptops,True,drop_prefix
מחשב נייד לגיימרים Asus TUF Gaming F16 FX607VJB-RL144W בצבע שחור,5972.0,Gaming F16 FX607VJB-RL144W בצבע שחור מחשב נייד לגיימרים Asus TUF,5972.0,1256491,1256491,laptops,True,reorder
מחשב נייד Dell Pro 15 Essential PV15250 PV15250-5005,2349.0,מחשב נייד Dell Pro 15 Essential PV15250 PV15250-5005 אחריות יבואן רשמי,2349.0,1257971,1257971,laptops,True,seller_noise
מחשב נייד Dell Pro 15 Essential PV15250 PV15250-5005,2538.0,Dell Pro 15 Essential PV15250 PV15250-5005,2538.0,1257971,1257971,laptops,True,drop_prefix
מחשב נייד Asus TUF Gaming F16 FX607VJ-RL016,2549.0,מחשב נייד אסוס TUF Gaming F16 FX607VJ-RL016,2549.0,1259201,1259201,laptops,True,brand_swap
מחשב נייד Asus TUF Gaming F16 FX607VJ-RL016,3179.0,מחשב נייד Asus TUF Gaming F16 FX607VJ-RL016 בצבע אפור,3179.0,1259201,1259201,laptops,True,color_noise
מחשב נייד Dell Pro 15 Essential PV15250-5118,2620.0,לפטופ Dell Pro 15 Essential PV15250-5118,2620.0,1260183,1260183,laptops,True,add_prefix
מחשב נייד Dell Pro 15 Essential PV15250-5118,2454.0,Dell Pro 15 Essential PV15250-5118,2454.0,1260183,1260183,laptops,True,drop_prefix
טלפון סלולרי Xiaomi Redmi Note 15 Pro Plus 512GB 12GB RAM,1777.0,טלפון סלולרי Xiaomi Redmi Note 15 Pro Plus 512GB 12GB RAM בצבע אפור,1777.0,1260243,1260243,smartphones,True,color_noise
טלפון סלולרי Xiaomi Redmi Note 15 Pro Plus 512GB 12GB RAM,1656.0,טלפון סלולרי Xiaomi Redmi Note 15 Pro Plus 512GB 12GB RAM DCS,1656.0,1260243,1260243,smartphones,True,seller_noise
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 512GB 12GB RAM,5087.0,טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 512GB 12GB RAM אחריות יבואן רשמי,5087.0,1262747,1262747,smartphones,True,seller_noise
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 512GB 12GB RAM,5081.0,טלפון סלולרי Samsung Galaxy S26 Ultra /DS 512GB 12GB RAM,5081.0,1262747,1262747,smartphones,True,drop_part
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 512GB 12GB RAM,4247.0,טלפון סלולרי Samsung Galaxy S26 U SM-S948B/DS 512GB 12GB RAM,4247.0,1262747,1262747,smartphones,True,abbreviate
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 1TB 16GB RAM,6131.0,טלפון סלולרי Samsung Galaxy S26 Ultra /DS 1TB 16GB RAM,6131.0,1262748,1262748,smartphones,True,drop_part
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 1TB 16GB RAM,4762.0,טלפון חכם Samsung Galaxy S26 Ultra SM-S948B/DS 1TB 16GB RAM,4762.0,1262748,1262748,smartphones,True,add_prefix
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 1TB 16GB RAM,5552.0,טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 1TB 16GB RAM בצבע שחור,5552.0,1262748,1262748,smartphones,True,color_noise
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 1TB 16GB RAM,5603.0,טלפון סלולרי Samsung Galaxy S26 U SM-S948B/DS 1TB 16GB RAM,5603.0,1262748,1262748,smartphones,True,abbreviate
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 256GB 12GB RAM,4300.0,טלפון סלולרי סמסונג Galaxy S26 Ultra SM-S948B/DS 256GB 12GB RAM,4300.0,1262749,1262749,smartphones,True,brand_swap
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 256GB 12GB RAM,3755.0,טלפון סלולרי Samsung Galaxy S26 U SM-S948B/DS 256GB 12GB RAM,3755.0,1262749,1262749,smartphones,True,abbreviate
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 256GB 12GB RAM,3337.0,טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 256GB 12GB RAM יבואן מורשה,3337.0,1262749,1262749,smartphones,True,seller_noise
טלפון סלולרי Samsung Galaxy S26 Ultra SM-S948B/DS 256GB 12GB RAM,3810.0,Samsung Galaxy S26 Ultra SM-S948B/DS 256GB 12GB RAM,3810.0,1262749,1262749,smartphones,True,drop_prefix
טלפון סלולרי Samsung Galaxy S26 SM-S942B/DS 256GB 12GB RAM,2915.0,מכשיר סלולרי Samsung Galaxy S26 SM-S942B/DS 256GB 12GB RAM,2915.0,1262750,1262750,smartphones,True,add_prefix
טלפון סלולרי Samsung Galaxy S26 SM-S942B/DS 256GB 12GB RAM,2845.0,Samsung Galaxy S26 SM-S942B/DS 256GB 12GB RAM,2845.0,1262750,1262750,smartphones,True,drop_prefix
